filter,name,time
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/troubleshooting/index.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/download/changelog/1.1/index.qmd,3994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/download/changelog/1.4/index.qmd,4995
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/download/release.qmd,5010
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/download/prerelease.qmd,7013
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/download/tarball.qmd,5013.000000000015
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/faq/rmarkdown.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/faq/index.qmd,3003
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/tools/rstudio.qmd,2993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/tools/vscode.qmd,1994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/tools/jupyter-lab-extension.qmd,2994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/tools/text-editors.qmd,2994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/tools/neovim.qmd,2994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/tools/vscode-notebook.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/books/book-structure.qmd,4010
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/books/book-output.qmd,2992
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/index.qmd,3994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2024-01-24-1.4-release/index.qmd,1001
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2023-03-15-multi-format/index.qmd,5004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2022-02-17-advanced-layout/index.qmd,4990
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2023-03-17-jupyter-cell-embedding/penguins.ipynb,5013
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2024-04-01-manuscripts-rmedicine/index.qmd,5011
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2024-11-25-1.6-release/index.qmd,5000
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2024-07-02-beautiful-tables-in-typst/examples/pandas-acting-on-data.qmd,5004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2024-07-02-beautiful-tables-in-typst/examples/gt-islands.qmd,5013
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2024-07-02-beautiful-tables-in-typst/examples/pandas-confusion-matrix.qmd,5004.000000000015
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2024-07-02-beautiful-tables-in-typst/examples/gt-cars.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2024-07-02-beautiful-tables-in-typst/examples/great-tables-solar-zenith.qmd,7013
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2024-07-02-beautiful-tables-in-typst/examples/great-tables-oceania.qmd,4014
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2023-03-20-confluence/index.qmd,4014
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2025-xx-xx-1.7-release/index.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/blog/posts/2022-06-21-rstudio-conf-2022-quarto/index.qmd,4991
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/index.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/textile.qmd,3003
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/context.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/opml.qmd,3013
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/icml.qmd,3003
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/odt.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/jats.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/rst.qmd,4003
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/typst.qmd,3014
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/pdf.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/html.qmd,4014.0000000000146
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/docbook.qmd,2995
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/docx.qmd,2995
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/texinfo.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/epub.qmd,4013
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/presentations/revealjs.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/presentations/beamer.qmd,4012
